book_name,authors,publisher,pub_time,desc,score,people_num,price,img
电影书写札记 : 电影书写札记,罗贝尔·布列松  张新木 ,南京大学出版社, 2012-1 ,这些文字不仅仅是这位资深导演的日记，而且具有更深刻的意义。它们是伤痕，是痛苦印记，是稀世珍宝。在我们这个夜晚（为点亮银幕之光而必须到来的创作之夜），这些文字...,8.5,1467, 42.00,https://img2.doubanio.com/view/subject/s/public/s7019123.jpg
光幻中的论语 : 十七年电影的导演逻辑,徐皓峰 ,光明日报出版社, 2022-8 ,《光幻中的论语——十七年电影的导演逻辑》是徐皓峰最新的电影评论集。主要将新中国国建国后十七年的红色电影展开解读和评说。我们所熟悉的电影作品，诸如《革命家庭》...,8.2,584, 58.00元,https://img2.doubanio.com/view/subject/s/public/s34277701.jpg
香港电影的秘密 : 娱乐的艺术,（美）大卫・波德威尔（David Bordwell）  何慧玲 ,海南出版社, 2003-01 ,香港电影里史上的一个成功故事。20多年来，这个约600万人居住的城市，一直拥有全球规模数一数二的电影王国，所制作的电影数量，几乎超越所有西方国家，输出电影之...,8.3,1681, 35.00元,https://img9.doubanio.com/view/subject/s/public/s9785806.jpg
世界电影史（1960年以来）（上、下）,[联邦德国] 乌利希·格雷戈尔  郑再新 等 ,中国电影出版社, 1987年 ,,8.0,170, 8.45元,https://img2.doubanio.com/view/subject/s/public/s1470562.jpg
定义邪典电影,[英] 马克·扬克维奇  李闻思 ,上海译文出版社, 2019-5-1 ,本书是对全球有代表性的邪典电影的一次集中探讨。包括如何界定邪典电影，是谁在运用什么样的文化规则来界定，作为一种具有对抗性的电影类型其洞察力如何，又与主流电影...,6.7,286, 58.00,https://img2.doubanio.com/view/subject/s/public/s32326573.jpg
电影是什么？,[法]安德烈·巴赞  李浚帆 ,华中科技大学出版社, 2019-6-1 ,本书依据权威版本，遴选包括《查理·卓别林》《凡尔杜先生的神话》《〈舞台春秋〉，或者，莫里哀之死》《海报女郎的形态学研究》等28篇名文。通过这本著作，我们可以...,8.8,478, 66,https://img2.doubanio.com/view/subject/s/public/s33535471.jpg
意大利电影 : 从新现实主义到现在,(美) 邦达内拉  王之光 ,商务印书馆, 2011-10 ,本书是多年来一部用英语综合性讨论意大利当代电影的专著，其宗旨之一是让意大利电影摆脱英美评论家的单语偏见。本书试图在汗牛充栋的材料里梳理出重大趋势，以一管之见...,8.1,125, 55.00元,https://img1.doubanio.com/view/subject/s/public/s8483979.jpg
好莱坞类型电影（新译本）,[美] 托马斯·沙茨  彭杉 ,四川人民出版社, 2020-8 ,影视专业必读，中文世界全新译本 《纽约时报》盛赞，电影类型研究里程碑之作 对好莱坞黄金年代卖座类型的深度回望与总结 从治愈社会矛盾的喜剧，到反抗命运的英雄史...,8.7,188, 60.00元,https://img1.doubanio.com/view/subject/s/public/s33713890.jpg
电影是什么？,（法）安德烈·巴赞  崔君衍 ,文化艺术出版社, 2008-11-01 ,2008年是“法国电影新浪潮之父”安德烈•巴赞诞辰90周年、逝世50周年纪念，2009年又将是“法国电影新浪潮”50周年纪念，正如米特里被称为“电影的黑格尔...,9.1,1974, 45.00元,https://img9.doubanio.com/view/subject/s/public/s3328566.jpg
好剧本如何讲故事 : 创意写作书系,罗伯•托宾  李子 ,中国人民大学出版社, 2015-3 ,**让好莱坞准则为你所用** 作为剧作家，即使在剧本完成之后，你仍有一项艰巨的任务：你必须打入好莱坞。作为剧本评读人和项目开发总监，罗伯•托宾阅读过数千部剧...,7.0,211, 32.00元,https://img9.doubanio.com/view/subject/s/public/s28387104.jpg
魔灯 : 英格玛·伯格曼自传,[瑞典] 英格玛·伯格曼  张红军 ,广西师范大学出版社, 2017-8 ,《魔灯》是世界电影巨匠英格玛•伯格曼唯一的生平自述，写于作者拍摄完《芬妮与亚历山大》，宣布结束自己的电影生涯的五年之后。与他的影片同样，本书充满了生动的细节...,9.0,3065, 88.00元,https://img2.doubanio.com/view/subject/s/public/s29498931.jpg
编剧的艺术,[美]拉约什·埃格里  高远 ,北京联合出版公司, 2013-4 ,《编剧的艺术》是一部论述编剧方法的名著，同其他一些剧作法书籍不同，它是从戏剧的基本要素出发，深层剖析了戏剧结构的秘密。在作者埃格里看来，一部成功的戏剧必须具...,8.3,1876, 35.00元,https://img1.doubanio.com/view/subject/s/public/s25980999.jpg
蚁,[美]查理·考夫曼  靳婷婷 ,中信出版社, 2023-9 ,📖内容简介📖 影评人B无意间发现了一部无人看过、长达三个月的定格电影。他决心将电影公诸于世，却在归途突遇大火，等他醒来时，电影只残存一帧胶片，B也失去了关于...,8.7,83, 129,https://img2.doubanio.com/view/subject/s/public/s34551161.jpg
电影人之眼 : 活用电影构图,Gustavo Mercado  黄裕成 ,人民邮电出版社, 2016-4-1 ,《电影人之眼:活用电影构图》介绍了电影基本镜头的构图原理，通过阐述如何用画面来讲故事、如何通过画面与观众进行交流，帮助大家驾驭电影这一艺术形式。由此，读者朋...,8.2,395, 58.00元,https://img1.doubanio.com/view/subject/s/public/s24965650.jpg
视听语言（第3版）,邵清风、李骏、俞洁  陆绍阳 ,北京广播学院出版社, 2019-10 ,《视听语言（第3版）》从影像、声音、剪辑三个角度研究和分析视听语言，从“单个镜头”到“镜头与镜头的组合”，条分缕析地呈现视听语言从元素到篇章的过程，并以经典...,8.1,89, 55.00元,https://img1.doubanio.com/view/subject/s/public/s33505107.jpg
大师场景：导演、编剧、剪辑师必知的顶级场景转换术,【澳大利亚】Jeffrey Michael Bays 杰弗里·迈克尔·贝斯 著  黄德宗 ,电子工业出版社, 2015-5 ,《大师场景：导演、编剧、剪辑师必知的顶级场景转换术》是由澳大利亚导演杰弗里·迈克尔·贝斯著作的讲述影视作品场景转换艺术的书籍，是世界上第一本论述场景转换的艺...,7.8,194, 49,https://img1.doubanio.com/view/subject/s/public/s28068939.jpg
美国电影美国文化 : 插图第4版,[美] 约翰·贝尔顿  米静、马梦妮、王琼 ,四川人民出版社, 2018-6 ,古根海姆奖学者潜心力作 一部史诗级的电影文化通识经典 一幅美国电影和大众文化交织更迭的动态“素描” ◎ 编辑推荐 这本书懂电影，更懂历史。 无需电影史、理论...,8.0,287, 88.00元,https://img1.doubanio.com/view/subject/s/public/s29731539.jpg
蓝丝绒：大卫·林奇谈电影,[美]大卫·林奇、[英]克里斯·罗德雷  冯涛 ,中信出版社, 2023-7 ,【编辑推荐】 ★享誉国际的好莱坞鬼才，奥斯卡金像奖终身成就奖得主大卫·林奇访谈录 ★回顾四十余年的电影创作生涯，风趣讲述《穆赫兰道》《蓝丝绒》《双峰》等等代...,8.4,23, 78,https://img1.doubanio.com/view/subject/s/public/s34577539.jpg
库布里克传 : 漫游太空,[美] 文森特·罗布伦托  顾国平、董继荣 ,吉林出版集团, 2012-6 ,斯坦利•库布里克（1928—1999），美国电影导演。曾执导《光荣之路》、《斯巴达克斯》、《洛丽塔》、《奇爱博士》、《2001：太空漫游》、《发条橙》、《闪...,8.1,262, 56.00元,https://img9.doubanio.com/view/subject/s/public/s11127085.jpg
真实眼泪之可怖 : 基耶斯洛夫斯基的电影,[斯洛文尼亚] 斯拉沃热·齐泽克  穆青 ,武汉大学出版社, 2018-3 ,"""基耶斯洛夫斯基的作品以真实眼泪之可怖为始、以虚构眼泪之涌流为终，这样的说法就是非常恰当的了。这些眼泪不是打破保护墙的情不自禁的眼泪，不是个人情感自发性的表...",8.5,499, 48.00,https://img2.doubanio.com/view/subject/s/public/s29681401.jpg
王家卫访谈录,李惠铭、[英] 李沛然  邵逸 ,南京大学出版社, 2022-7 ,【编辑推荐】 ★王家卫访谈合集重磅面世，《花样年华》《重庆森林》《春光乍泄》标配读物，精选二十篇重要访谈，其中包括数篇珍贵粤语访谈，更有多篇外语访谈首译中文...,8.0,1193, 68,https://img9.doubanio.com/view/subject/s/public/s34219604.jpg
论电影音乐,[德]特奥多·阿多诺 [德] 汉斯·艾斯勒 著、[德国] 西奥多·阿多诺  刘斐 ,上海人民出版社, 2023-1 ,♪ 法兰克福学派的“文化工业”批判经典 ♪ 电影音乐的美学理论典范 ♪ 大众流行文化研究滥觞之作 本书是关于电影音乐美学本质的经典论述，也是对20世纪文化工...,7.9,69, 68,https://img1.doubanio.com/view/subject/s/public/s34352467.jpg
希望为电影 : 从“纽约无成本制片之王”到产业革新先锋,[美] 特德·霍普  沈旦 ,文化发展出版社, 2018-1 ,「一个穿着风衣、手拿塑料袋、外表谦和的亚洲人走了进来。 我不知道他是谁，也不知道他为什么会来。 说道，打扰了，我是李安。 再不拍电影我就要死了。」 他发掘了...,8.1,868, 42.00元,https://img2.doubanio.com/view/subject/s/public/s33864713.jpg
编剧,[美]威廉·戈德曼、William Goldman、威廉姆·高德曼  不雀、高奕、薛雅 ,花山文艺出版社, 2021-12 ,启蒙《社交网络》编剧、“20世纪最受欢迎的讲故事的人” 大卫·芬奇、奉俊昊一致推崇的好莱坞编剧泰斗 马特·达蒙、本·阿弗莱克的剧作导师 奥斯卡最佳原创剧本&...,7.5,61, 88.00元,https://img1.doubanio.com/view/subject/s/public/s34071999.jpg
看电影的艺术,[美] 约瑟夫·M. 博格斯、丹尼斯·W. 皮特里  张菁、郭侃俊 ,北京大学出版社, 2010-12 ,《看电影的艺术》分15章，深入浅出地讲解了电影在操作层面、理论层面和普通欣赏层面的知识、技巧和方法，展现了电影作为艺术、技术，和作为产业、作为社会的反射文本...,8.4,1212, 68.00元,https://img1.doubanio.com/view/subject/s/public/s4585748.jpg
戈达尔 : 七十岁艺术家的肖像,(美)科林·麦凯布  韩玲、张晓丽、薛妍 ,新星出版社, 2008-3 ,本书的作者柯林·麦凯布根据他与戈达尔及其同行们的合作经历，写出了戈达尔的第一部传记。这部传记中生动地描绘了法国电影业在特吕弗、罗默、里韦特、夏布罗尔这些推翻...,8.2,409, 38.00,https://img1.doubanio.com/view/subject/s/public/s2986850.jpg
认识电影 （插图第11版）,[美] 路易斯·贾内梯 著、[瑞典] 英格玛·伯格曼 [日] 黑泽明 等供图  焦雄屏 ,北京联合出版公司, 2017-4 ,全球畅销40余年的电影导论 世界知名院校影视课程指定教材 著名电影学者焦雄屏倾力翻译、历经多次修订 ................... ※编辑推荐※ 《...,8.7,538, 68.00元,https://img2.doubanio.com/view/subject/s/public/s29356242.jpg
寄生虫：原创剧本,[韩] 奉俊昊、[韩] 韩珍元  李娜 ,海峡文艺出版社, 2022-1 ,《杀人回忆》《雪国列车》《汉江怪物》导演奉俊昊，引发亿万观众热议的现象级电影神作 斩获韩国影史首座戛纳金棕榈，狂揽4项大奖改写奥斯卡历史，横扫全球电影节，创...,9.2,407, 60.00元,https://img2.doubanio.com/view/subject/s/public/s34036602.jpg
Figures Traced in Light : On Cinematic Staging,David Bordwell ,University of California Press, 20050301 ,A film tells its story not only through dialogue and actors' performances but ...,8.7,28, USD 31.95,https://img2.doubanio.com/view/subject/s/public/s2264952.jpg
《活着》 一部电影的诞生,,王斌, 国际村文库书店 ,讲述电影《活着》拍摄过程,,10, 1994,https://img9.doubanio.com/view/subject/s/public/s29698314.jpg
电影意志,王小鲁 ,四川人民出版社, 2019-12 ,王小帅、万玛才旦、李樯鼎力推荐 《经济观察报》《南方周末》专栏作家精选评论集 从王朔到郭敬明，从《秋菊打官司》到《我不是药神》 从DV运动、电影院复兴到新游...,7.8,421, 52.00元,https://img9.doubanio.com/view/subject/s/public/s33539926.jpg
樱桃的滋味：阿巴斯谈电影,[伊朗] 阿巴斯·基阿鲁斯达米  btr ,中信出版社, 2017-9 ,阿巴斯是伊朗新浪潮电影开创者、诗意电影大师，一生拍摄了22部电影，受到黑泽明、戈达尔等电影巨匠的一致推崇。1997年，阿巴斯凭借《樱桃的滋味》获得戛纳电影节...,9.4,3277, 48.00元,https://img1.doubanio.com/view/subject/s/public/s29529538.jpg
灯光师圣经（插图第4版） : 电影照明的器材、操作与配电,[美] 哈里·C·博克斯、Harry C. Box  李铭 ,北京联合出版公司, 2017-3 ,好莱坞一线摄影师、顶级灯光师实战经验倾囊相授 美国影视业工会指定教材，片场布光必备技术宝典 ................... ※编辑推荐※ 《灯光师圣...,8.5,66, 118.00元,https://img1.doubanio.com/view/subject/s/public/s29274028.jpg
经典电影十八讲 : 镜与世俗神话,戴锦华 ,中信出版社, 2014-5 ,《经典电影十八讲》为独角兽公开课之“北大课堂”的第二本。本书源自一座难求，被誉为“北大最受欢迎女教授”、北京大学中文系戴锦华老师的电影课。从17位导演和数十...,8.5,309, 48.00元,https://img1.doubanio.com/view/subject/s/public/s27288568.jpg
吉卜力的天才们,[日] 铃木敏夫  曹逸冰 ,南海出版公司, 2022-10 ,本书是日本动画制作人、吉卜力“掌舵人”铃木敏夫的代表作。 日本有个工作室叫吉卜力，诞生了两位天才大师——宫崎骏和高畑勋。但不为人所知的是，这两位天才的背后有...,8.8,1063, 79.00元,https://img9.doubanio.com/view/subject/s/public/s34319736.jpg
野生金基德,[韩] 金基德、[韩] 郑圣一  范小青 ,上海人民出版社, 2011-1 ,金基德，这位韩国电影界的传奇人物，如何从“草根一族”一步步成为韩国媒体眼中的“21世纪最具领导潜力的导演”？如何“高效率”地制作“低成本”且获国际大奖的影片...,8.1,498, 49.00,https://img2.doubanio.com/view/subject/s/public/s4551072.jpg
电影理论与批评辞典,[法] 雅克·奥蒙、米歇尔·玛利  崔君衍、胡玉龙 ,上海人民出版社, 2011-5 ,电影正式成为大众化演出形式之后，就引起了哲学家、社会学家和心理学家的兴趣，也引起了一些颇有远见的艺术批评家或新闻记者的关注。不久，电影导演也依据自己的独特视...,8.3,235, 49.00元,https://img1.doubanio.com/view/subject/s/public/s4818749.jpg
希区柯克与特吕弗对话录,[法] 弗朗索瓦·特吕弗  郑克鲁 ,上海人民出版社, 2007-1 ,本书是法国电影导演弗朗索瓦·特吕弗与世界级悬念大师阿尔弗雷德·希区柯克就电影艺术问题进行的对话录。这是一本最具“挑战性”的书，它揭示了希区柯克这个易受攻击而...,8.7,1639, 39.80元,https://img2.doubanio.com/view/subject/s/public/s2174222.jpg
小津安二郎剧本集,[日] 小津安二郎  吴菲 ,北京联合出版公司, 2020-4 ,☆ 日本电影黄金时代的巨匠 与黑泽明齐名 ☆ 小津安二郎电影代表作剧本 中文简体首次集合出版 ☆ 一幅尽显日本风情百态的文学图景 【编辑推荐】 1. 小津安...,9.2,532, 68.00,https://img2.doubanio.com/view/subject/s/public/s33621611.jpg
一部电影的诞生 : 电影行业“入圈”指南,猫眼娱乐、真乐道文化 ,浙江大学出版社, 2019-11 ,这是一本能够一览电影行业全貌、具有行业科普意义的图书。 本书从电影行业中的职务身份入手，对制作、投融资、营销、发行、放映、数据、商务、法务等环节进行有效的系...,5.3,183, 88.00元,https://img2.doubanio.com/view/subject/s/public/s33576832.jpg
光与真的旅途：电影笔记二十四则,苏七七 ,广西师范大学出版社, 2019-12 ,《光与真的旅途——电影笔记二十四则》是电影学博士、知名影评人苏七七的第四本影评集。全书分上、下两辑，分别收录了作者观看国外经典电影以及中国具有影响力的电影的...,8.0,45, 46,https://img1.doubanio.com/view/subject/s/public/s33537249.jpg
凛冬将至 : 电视剧笔记,毛尖 ,生活·读书·新知三联书店, 2020-6 ,本书收录了毛尖近二十年来评述中国电视剧以及国外电视剧的88篇文章，表达了期待能有更多好作品、好导演、好剧集来记载和传达中国人的生活与情感。书名“凛冬将至”出...,6.5,580, 38.00元,https://img2.doubanio.com/view/subject/s/public/s33654072.jpg
剪辑的语法（插图第2版）,[英]罗伊·汤普森、[美]克里斯托弗·J·鲍恩  梁丽华、罗振宁 ,世界图书出版公司, 2014-8 ,拆解类型化剪辑技巧 介绍实战型剪辑原则 ◎ 入门基础，剪辑新手的迷路指南针 ◎ 图文并茂，直观揭示剪辑点奥秘 ◎ 实战总结，汇聚作者数十年经验 ◎ 章末回顾...,7.3,991, 29.80元,https://img1.doubanio.com/view/subject/s/public/s27298687.jpg
英国皇家戏剧学院表演训练法,［日］三轮绘理花、现代演剧协会  张吉琳 ,文化发展出版社, 2018-10 ,百年名校的国宝级表演训练法 英国戏剧界通用基础教育课程 兼具训练理念和实际方法的首选教材 中文世界首次引进 费雯·丽、安东尼·霍普金斯、本·卫肖、“抖森” ...,8.5,123, 42.00元,https://img2.doubanio.com/view/subject/s/public/s29870911.jpg
杨德昌的电影世界,[法]让-米歇尔•付东  杨海帝、冯寿农 ,商务印书馆, 2012-2 ,世界著名影评人、法国《电影手册》前主编付东倾情力作 斯科塞斯、阿萨亚斯、侯孝贤、贾樟柯等影人温暖回忆 首次集中披露大量珍贵原始照片和手绘手稿、电影笔记 呈现...,7.8,1014, 58.00元,https://img2.doubanio.com/view/subject/s/public/s8816583.jpg
导演功课,（美）大卫・马梅  曾伟祯 ,广西师范大学出版社, 2003-07 ,“电影馆”出版的本意而言，是为了拓出一个关于电影、电影史、电影作者、电影理论的对话场域，我想，这也是我对“中转”这一系列的期待。多元化的时代与独白的文化结构...,8.2,1930, 9.80元,https://img2.doubanio.com/view/subject/s/public/s1818391.jpg
战斗公主、劳动少女,[日] 河野真太郎  赫杨 ,漓江出版社, 2023-8-27 ,本书的核心任务和主要目标，总结起来就是为了解释如下问题：在我们所处的社会与文化语境中，女性、女性与劳动是如何被描绘与诉说的？ 作者选取了《冰雪奇缘》《狼的孩...,8.3,52, 58.00元,https://img2.doubanio.com/view/subject/s/public/s34638533.jpg
如何拍电影 : 夏布罗尔导演札记,[法] 克劳德·夏布罗尔、[法] 弗朗索瓦·盖里夫  陶然 ,北京联合出版公司, 2017-8 ,法国电影大师、新浪潮“五虎将”之一 夏布罗尔的30堂大师课 ................... ※编辑推荐※ 克劳德·夏布罗尔是法国国宝级电影大师、《电...,7.5,535, 49.80元,https://img2.doubanio.com/view/subject/s/public/s29493201.jpg
哈内克论哈内克,米榭·席俄塔、菲利浦·胡耶  周伶芝、张懿德、刘慈仁 ,世界图书出版公司, 2016-5 ,以《白丝带》与《爱》于三年内接连夺下金棕榈奖、欧洲电影奖以及金球奖最佳外语片的奥地利导演迈克尔•哈内克，不仅打破影史纪录，其美学风格、人性刻画、执导功力、视...,8.5,255, 68,https://img1.doubanio.com/view/subject/s/public/s28708118.jpg
我是成龙,成龙、朱墨 ,江苏凤凰文艺出版社, 2022-9 ,《我是成龙》是成龙从影60周年之际出版的传记，分为“野孩子”“且狂且醉趁年少” “不做第一，要做唯一”“闯荡好莱坞” “家人，朋友”“我的理想”六个章节。 ...,8.5,355, 128.00元,https://img2.doubanio.com/view/subject/s/public/s34325662.jpg
大师镜头（第三卷）——导演视野：让电影脱颖而出的100个镜头调度 : 世界著名电影拍摄类畅销图书，普通人拍电影从此成为可能),Christopher Kenworthy （克里斯托弗.肯沃斯）  黄德宗 ,电子工业出版社, 2014-8-1 ,《大师镜头（第三卷）》是《大师镜头》系列的最新力作，作者秉承了该系列深入浅出、图例明晰的写作特点，从摄影机运动、布景设计以及场景调度等方面为读者梳理了100...,8.2,290, 69.00元,https://img1.doubanio.com/view/subject/s/public/s27404437.jpg
纪录片摄影手册,薛明 ,陕西电子音像出版社, 2022-3-3 ,内容简介 这是一本关于纪录片摄影创作的书籍，侧重于实践中的经验分享与总结。本书集结了作者薛明从事纪录片摄影创作十七年来的感悟与思考，依托于所拍摄的近四十部影...,9.0,133, 108,https://img2.doubanio.com/view/subject/s/public/s34224031.jpg
Cinema Speculation,Quentin Tarantino ,Harper, 2022-11-1 ,The long-awaited first work of nonfiction from the author of the #1 New York T...,,21, US$31.50,https://img1.doubanio.com/view/subject/s/public/s34250547.jpg
西部往事：莱昂内谈电影,[意] 塞尔吉奥·莱昂内、[法] 诺埃尔·森索洛  李洋 ,中信出版集团, 2023-3 ,塞尔吉奥·莱昂内是意大利黄金时代大师级导演，意大利西部片的代表人物。他曾创造世界电影的票房神话，几乎以一己之力改写了西部片的历史，打破了好莱坞西部片的陈词滥...,9.4,50, 78.00元,https://img2.doubanio.com/view/subject/s/public/s34397262.jpg
电影镜头设计 : 从构思到银幕（插图第2版）,[美] 史蒂文·卡茨 (Steven D.Katz)  井迎兆、王旭锋 ,世界图书出版公司, 2010-04 ,本书图文并茂地阐述了如何将拍摄前的构思以镜头为单位转化为可见的影像，诸如故事板制作、镜头的时空要素、镜头调度的原则、画面的构图、转场、叙事策略等。作者提出传...,8.5,2200, 49.80元,https://img2.doubanio.com/view/subject/s/public/s6122812.jpg
諾蘭變奏曲：當代國際名導Christopher Nolan電影全書 : 【諾蘭首度親自解說｜全彩精裝】（完整收錄導演生涯11+4部作品，228幅,湯姆．邵恩  但唐謨、黃政淵 ,NTD1500, 2021-3 ,《黑暗騎士》三部曲 《全面啟動》 《星際效應》 《頂尖對決》 《敦克爾克大行動》 《天能》 《記憶拼圖》 等鉅片大導， 【唯一一本】克里斯多夫．諾蘭親自受訪...,9.8,74, NTD1500,https://img2.doubanio.com/view/subject/s/public/s33853893.jpg
塔可夫斯基父子 : 阿尔谢尼与安德烈,[俄]马克西姆·古列耶夫  张晓东 ,广西师范大学出版社, 2021-6 ,关于塔可夫斯基父子关系的故事本身，就是一部电影的绝佳素材。它既可以拍成一部家长里短的大众情节剧，也可以拍成一部深沉的、给观众带来启迪的艺术电影。 这是一个关...,8.7,148, 98.00元,https://img2.doubanio.com/view/subject/s/public/s33894651.jpg
经典电影理论导论 : 修订版,[美] 达德利·安德鲁  李伟峰 ,北京联合出版公司, 2018-12 ,迄今为止梳理得最清晰透彻的电影理论入门导读 一份经典理论的导览地图 耶鲁大学电影中心创建者安德鲁教授力作 迅速了解巴赞、麦茨等理论名家的核心观点、逻辑体系 ...,8.5,130, 42.00元,https://img1.doubanio.com/view/subject/s/public/s29952607.jpg
吉尔莫·德尔·托罗的奇思妙想 : 我的私人笔记、收藏品和其他爱好,吉尔莫·德尔·托罗  潘志剑 ,中国长安出版社, 2015-3 ,吉尔莫·德尔·托罗策划、写作，首次公开大量手记、手绘图、藏品，展现自己奇思妙想的大部头收藏本！ 詹姆斯·卡梅隆作序，汤姆·克鲁斯作后记！ 尼尔·盖曼、约翰·...,8.8,964, 258.00元,https://img9.doubanio.com/view/subject/s/public/s28018166.jpg
电影摄影：理论与实践,[美]布莱恩·布朗  丁亚琼 ,世界图书出版公司, 2015-1 ,本书内容丰富，几乎涵盖了所有电影摄影方面的知识。理论与实践相结合，不仅有实例的讲解，还有实例背后原理的详实说明。让摄影者明白规则是什么、什么时候可以适当的打...,8.4,295, 108.00,https://img1.doubanio.com/view/subject/s/public/s27707768.jpg
造梦空间 : 动画美术设计,[德] 汉斯·巴赫尔（Hans Bacher）  何璐怡、黄尤达 ,湖南美术出版社, 2018-8 ,奠定当代迪士尼美术风格的灵魂人物 汉斯·巴赫尔的视觉设计大师课 《狮子王》《美女与野兽》《花木兰》《阿拉丁》… 精选400余幅珍藏手稿，解密迪士尼压箱技法 ...,9.2,125, 160.00元,https://img2.doubanio.com/view/subject/s/public/s29803731.jpg
犬之岛 : 韦斯·安德森作品典藏,[英] 劳伦·威尔福德（Lauren Wilford）、[英] 瑞安·史蒂文森（Ryan Stevenson）  沈旦 ,四川美术出版社, 2023-12 ,某瓣8.2高分人气之作 斩获柏林电影节最佳导演奖，超治愈定格动画诞生始末 官方良心出品、唯壹幕后全纪录，收藏级画册 延续《布达佩斯大饭店》极致视觉享受&高级...,,10, 198.00元,https://img1.doubanio.com/view/subject/s/public/s34681770.jpg
说点您不知道的,郭宝昌 ,中国戏剧出版社, 2004-1-1 ,"作为中国第五代杰出导演,拍摄了《大宅门》一系列优秀作品的郭宝昌，其引人注目之处不可谓不多，其可说之事不可谓不大。但本书却是一点点小事娓娓道来，连绵不绝。透露...",8.2,127, 25.00元,https://img9.doubanio.com/view/subject/s/public/s1157704.jpg
卓别林自传,[英] 查理·卓别林  叶冬心 ,译林出版社, 2022-2 ,【内容简介】 这部自传是卓别林年逾古稀、告别银幕后回顾自己一生生活和从影经历的剖白之作，其中展示了卓别林全部的魅力、勇气、追求和信念：他如何发现和完善自己的...,8.3,152, 88.00元,https://img2.doubanio.com/view/subject/s/public/s34139763.jpg
十年一觉电影梦 : 李安传,张靓蓓 编著 ,人民文学出版社, 2007-10 ,《十年一觉电影梦》以第一人称口述的方式，讲述李安电影生涯第一个十年的追梦历程。书中真实回顾了他的成长岁月、每部电影创作的用意、遭遇的困难、对演员的看法及相处...,8.3,10032, 38.00元,https://img1.doubanio.com/view/subject/s/public/s2742320.jpg
现代电影美学,雅克·奥蒙、米歇尔·玛利、马克·维尔内、阿兰·贝尔卡拉  崔君衍 ,中国电影出版社, 2010-4 ,《现代电影美学》现为巴黎第三大学电影专业教材。四位作者分别是巴黎第三大学电影美学教授雅克·奥蒙、米歇尔·玛利、马克·维尔内和《电影手册》编辑阿兰·贝尔卡拉。...,8.2,246, 25.00元,https://img2.doubanio.com/view/subject/s/public/s4399983.jpg
影像背后 : 吕克·达内电影手记,[法] 达内、吕克·达内、让-皮埃尔·达内  王恬、王瑛 ,华东师范大学出版社, 2015-8-1 ,《影像背后》一书分为两部分。第一部分是作者的电影创作手记，记录和分享了达内兄弟在构思创作《一诺千金》、《罗塞塔》等知名影片过程中，对于剧本方方面面细节的思考...,8.8,351, 45.00,https://img1.doubanio.com/view/subject/s/public/s33657109.jpg
如何写影评（插图修订第8版）,[美] 蒂莫西·科里根（Timothy J. Corrigan）  陆绍阳、宋美凤、刘曦 ,后浪丨北京联合出版社, 2018-7 ,美国最畅销的影评写作指导 有章可循的初阶指南 路数纯正的深造秘籍 【编辑推荐】 《如何写影评》是美国非常畅销的影评写作指导，也是非常专业的路数纯正、实操方便...,7.6,1790, 45.00元,https://img2.doubanio.com/view/subject/s/public/s34049151.jpg
美国电影摄影师手册,查尔斯·格·克拉克、斯瑞·伍·泰勒  王学林、顾岳迁 ,中国电影出版社, 1987年 ,"摄影师所扮演的角色绝对具有不可忽视的关键作用，电影的无声语言是属于摄影师的，他们以光线、空间、运动和色彩无声地说话,以这些语言释放出的威力和意义打动着人类的...",9.8,20, 6.75元,https://img9.doubanio.com/view/subject/s/public/s2887346.jpg
宽忍的灰色黎明 : 法国哲学家论电影,[法] 福柯 等著、李洋 选编  李洋 等选编 ,河南大学出版社, 2014-2 ,《宽忍的灰色黎明——法国哲学家论电影》是法国哲学家论电影的文集，由东北师大李洋老师选编，收录了法国当代最知名哲学家米歇尔·福柯、罗兰·巴特、居伊·德波、让·...,8.6,757, 42.00,https://img1.doubanio.com/view/subject/s/public/s27251049.jpg
底层再现 中国当代电影中的城市游民 : [Urban Vagrants in Contemporary Chinese Cinema,陈涛 ,中国戏剧出版社, 2015-6-1 ,《底层再现 中国当代电影中的城市游民》梳理了城市游民这一类艺术形象的当代谱系，并详细探讨了二十世纪九十年代以来中国电影对城市游民的再现。通过对电影在思想内容...,8.6,54, 30,https://img9.doubanio.com/view/subject/s/public/s28830194.jpg
希区柯克传,[英] 彼得·阿克罗伊德  孙微纳 ,北京联合出版公司, 2021-11 ,英国国宝级传记作家，《伦敦传》《莎士比亚传》《狄更斯传》作者，曾获毛姆文学奖、《卫报》小说奖的“伦敦代言人” 深刻书写，一位伦敦郊区贩夫走卒出身的传奇导演 ...,7.7,215, 74.00,https://img1.doubanio.com/view/subject/s/public/s34026677.jpg
我看见无数的她 : 跟女孩们聊文学和电影的30个夜晚,张莉 ,九州出版社, 2022-11 ,20个大众熟悉的故事 波伏瓦、杜拉斯、三毛、娄烨、贾樟柯、秋园、山河故人、推拿、黄金时代 她们等不及要大声宣言、跃出纸面！ 一生中的那些痛和爱，失败与昂扬，...,7.7,437, 56.00元,https://img9.doubanio.com/view/subject/s/public/s34339446.jpg
